N,P,K,temperature,humidity,ph,rainfall,label,Price_kg,kg_per_acre
68.00,43.00,32.00,25.50,81.13,7.64,145.00,jute,0.86,10000
24.00,11.00,7.00,23.96,90.26,7.13,145.00,orange,0.46,4800
24.00,38.00,19.00,24.19,46.69,6.72,145.00,pigeonpeas,0.76,800
165.00,52.00,198.00,23.31,91.00,5.87,145.00,pineapple,1.1,10000
71.00,41.00,59.00,28.00,78.90,6.02,146.00,banana,1.25,14000
86.00,30.00,36.00,24.41,62.66,6.05,146.00,coffee,4.55,500
64.00,11.00,23.00,27.58,58.53,6.40,146.00,coffee,4.55,500
96.00,23.00,27.00,26.33,57.36,6.88,146.00,coffee,4.55,500
18.00,89.00,28.00,31.24,56.67,1.94,146.00,mothbeans,0.84,4000
85.00,50.00,31.00,23.11,94.32,6.25,146.00,papaya,1.45,3000
52.00,61.00,55.00,33.80,93.01,6.69,146.00,papaya,1.45,3000
46.00,64.00,58.00,39.73,91.12,6.75,146.00,papaya,1.45,3000
33.00,53.00,80.00,40.21,94.51,7.57,146.00,papaya,1.45,3000
68.00,48.00,70.00,39.30,94.16,8.35,146.00,papaya,1.45,3000
27.00,52.00,18.00,18.40,36.83,5.52,146.00,pigeonpeas,0.76,800
23.00,106.00,158,21.72,92.84,7.79,147.00,apple,0.68,7300
91.00,33.00,41.00,24.23,67.38,7.23,147.00,coffee,4.55,500
114.00,16.00,37.00,24.43,66.02,7.43,147.00,coffee,4.55,500
72.00,43.00,28.00,26.64,70.96,7.80,147.00,jute,0.86,10000
22.00,27.00,28.00,31.65,48.21,6.62,147.00,mango,0.76,3000
19.00,76.00,24.00,29.51,35.72,4.58,147.00,mothbeans,0.84,4000
53.00,72.00,34.00,24.71,90.15,6.32,147.00,papaya,1.45,3000
42.00,47.00,53.00,27.59,90.73,6.68,147.00,papaya,1.45,3000
148.00,25.00,83.00,20.56,78.00,4.25,147.00,pineapple,1.1,10000
100.00,54.00,31.00,23.43,83.06,5.39,147.00,rice,0.33,4500
12.00,121.00,161,22.04,94.58,5.22,148.00,apple,0.68,7300
104.00,27.00,28.00,24.13,67.23,6.80,148.00,coffee,4.55,500
105.00,36.00,26.00,25.71,52.89,6.87,148.00,coffee,4.55,500
80.00,37.00,41.00,24.85,74.44,7.21,148.00,jute,0.86,10000
77.00,72.00,46.00,24.97,78.63,7.55,148.00,jute,0.86,10000
23.00,81.00,24.00,19.50,34.51,3.33,148.00,mothbeans,0.84,4000
16.00,77.00,19.00,19.54,47.19,7.28,148.00,mothbeans,0.84,4000
71.00,55.00,67.00,34.28,90.56,6.13,148.00,papaya,1.45,3000
72.00,60.00,54.00,32.58,92.75,6.60,148.00,papaya,1.45,3000
49.00,55.00,52.00,25.65,92.75,7.10,148.00,papaya,1.45,3000
26.00,88.00,23.00,19.54,47.19,5.30,148.00,pigeonpeas,0.76,800
145.00,37.00,193.00,22.25,89.00,4.46,148.00,pineapple,1.1,10000
77.00,53.00,202.00,21.73,93.00,4.61,148.00,pineapple,1.1,10000
17.00,17.00,43.00,23.99,93.34,5.89,148.00,pomegranate,0.74,1700
28.00,138.00,205,22.45,94.74,4.29,149.00,apple,0.68,7300
25.00,17.00,26.00,25.01,95.59,7.42,149.00,coconut,0.32,5000
106.00,22.00,28.00,26.37,52.26,7.50,149.00,coffee,4.55,500
17.00,50.00,17.00,19.33,24.14,6.10,149.00,kidneybeans,1.21,2000
23.00,31.00,23.00,15.44,18.37,8.51,149.00,kidneybeans,1.21,2000
18.00,47.00,16.00,18.40,36.83,3.28,149.00,mothbeans,0.84,4000
48.00,66.00,53.00,43.04,94.64,6.70,149.00,papaya,1.45,3000
54.00,31.00,47.00,31.30,92.76,6.83,149.00,papaya,1.45,3000
47.00,72.00,48.00,28.65,93.23,6.98,149.00,papaya,1.45,3000
141.00,52.00,129.00,20.00,92.00,5.40,149.00,pineapple,1.1,10000
86.00,47.00,45.00,23.45,84.79,2.93,149.00,rice,0.33,4500
15.00,142.00,227,22.98,93.85,7.52,150.00,apple,0.68,7300
106.00,36.00,26.00,23.06,50.41,6.37,150.00,coffee,4.55,500
58.00,48.00,23.00,24.40,79.27,5.98,150.00,jute,0.86,10000
27.00,84.00,24.00,17.48,18.83,5.30,150.00,kidneybeans,1.21,2000
17.00,92.00,21.00,29.32,45.93,8.42,150.00,mothbeans,0.84,4000
28.00,12.00,11.00,29.48,91.58,6.18,150.00,orange,0.46,4800
19.00,14.00,13.00,32.72,90.55,6.56,150.00,orange,0.46,4800
24.00,72.00,18.00,21.01,69.69,7.16,150.00,pigeonpeas,0.76,800
19.00,87.00,18.00,28.88,50.12,7.45,150.00,pigeonpeas,0.76,800
149.00,38.00,185.00,22.46,87.00,4.62,150.00,pineapple,1.1,10000
27.00,18.00,52.00,18.41,91.12,7.38,150.00,pomegranate,0.74,1700
13.00,116.00,135,22.19,92.44,7.40,151.00,apple,0.68,7300
100.00,36.00,31.00,24.71,51.29,6.91,151.00,coffee,4.55,500
112.00,29.00,28.00,24.91,53.74,7.96,151.00,coffee,4.55,500
149.00,52.00,172.00,28.68,81.00,4.99,151.00,pineapple,1.1,10000
23.00,27.00,45.00,19.39,86.79,5.61,151.00,pomegranate,0.74,1700
27.00,14.00,14.00,26.59,90.99,5.22,152.00,coconut,0.32,5000
24.00,15.00,35.00,27.81,97.48,5.60,152.00,coconut,0.32,5000
22.00,9.00,33.00,25.10,92.36,6.06,152.00,coconut,0.32,5000
28.00,12.00,42.00,28.97,98.10,6.59,152.00,coconut,0.32,5000
17.00,13.00,40.00,28.57,95.68,7.41,152.00,coconut,0.32,5000
68.00,58.00,56.00,28.13,93.32,7.81,152.00,papaya,1.45,3000
88.00,42.00,32.00,25.79,84.51,6.96,153.00,banana,1.25,14000
117.00,92.00,49.00,26.21,82.34,8.36,153.00,banana,1.25,14000
18.00,15.00,24.00,26.76,92.86,5.68,153.00,coconut,0.32,5000
22.00,21.00,37.00,26.14,96.39,6.76,153.00,coconut,0.32,5000
108.00,31.00,27.00,23.11,68.00,5.50,153.00,coffee,4.55,500
104.00,26.00,25.00,25.18,62.26,7.41,153.00,coffee,4.55,500
17.00,68.00,18.00,30.33,42.35,3.13,153.00,mothbeans,0.84,4000
100.00,38.00,117.00,32.56,88.00,6.53,153.00,pineapple,1.1,10000
113.00,51.00,40.00,23.00,82.32,7.08,153.00,rice,0.33,4500
22.00,17.00,36.00,29.20,95.67,4.60,154.00,coconut,0.32,5000
98.00,41.00,35.00,26.12,63.37,7.05,154.00,coffee,4.55,500
50.00,53.00,40.00,24.29,77.63,5.96,154.00,jute,0.86,10000
23.00,65.00,28.00,21.59,20.32,5.16,154.00,kidneybeans,1.21,2000
17.00,62.00,19.00,30.50,35.49,2.91,154.00,mothbeans,0.84,4000
11.00,69.00,16.00,24.81,45.01,6.07,154.00,mothbeans,0.84,4000
52.00,84.00,32.00,27.72,94.44,6.51,154.00,papaya,1.45,3000
67.00,62.00,74.00,32.66,90.79,6.99,154.00,papaya,1.45,3000
17.00,82.00,18.00,20.44,39.37,3.90,154.00,pigeonpeas,0.76,800
29.00,89.00,19.00,19.54,56.93,5.44,154.00,pigeonpeas,0.76,800
97.00,47.00,191.00,28.54,91.00,4.98,154.00,pineapple,1.1,10000
23.00,14.00,61.00,19.45,89.02,7.26,154.00,pomegranate,0.74,1700
67.00,64.00,35.00,23.22,83.03,6.66,154.00,rice,0.33,4500
13.00,23.00,26.00,27.01,96.46,5.59,155.00,coconut,0.32,5000
27.00,20.00,35.00,28.06,98.37,8.84,155.00,coconut,0.32,5000
55.00,48.00,19.00,23.42,85.09,6.75,155.00,jute,0.86,10000
31.00,44.00,20.00,36.00,56.01,6.96,155.00,pigeonpeas,0.76,800
110.00,45.00,42.00,26.93,81.91,5.49,155.00,rice,0.33,4500
19.00,208.00,257,21.20,90.81,7.76,156.00,apple,0.68,7300
128.00,136.00,48.00,29.16,76.16,5.41,156.00,banana,1.25,14000
23.00,23.00,30.00,25.52,94.38,5.70,156.00,coconut,0.32,5000
21.00,22.00,25.00,28.69,96.65,6.33,156.00,coconut,0.32,5000
76.00,31.00,25.00,27.65,51.11,5.86,156.00,coffee,4.55,500
149.00,24.00,43.00,27.31,68.42,7.21,156.00,coffee,4.55,500
49.00,26.00,32.00,27.56,68.49,7.48,156.00,coffee,4.55,500
61.00,45.00,24.00,26.24,78.51,6.95,156.00,jute,0.86,10000
23.00,45.00,19.00,25.75,40.72,4.68,156.00,mothbeans,0.84,4000
17.00,62.00,21.00,18.73,61.33,6.63,156.00,mothbeans,0.84,4000
23.00,67.00,22.00,24.19,46.69,6.88,156.00,mothbeans,0.84,4000
58.00,43.00,36.00,25.76,83.52,5.22,156.00,rice,0.33,4500
102.00,60.00,37.00,25.01,78.76,6.11,157.00,banana,1.25,14000
52.00,33.00,30.00,27.63,61.26,6.05,157.00,coffee,4.55,500
86.00,24.00,27.00,26.21,52.51,6.31,157.00,coffee,4.55,500
10.00,79.00,21.00,18.15,19.39,8.60,157.00,kidneybeans,1.21,2000
17.00,61.00,15.00,20.56,60.55,3.18,157.00,mothbeans,0.84,4000
25.00,95.00,25.00,29.39,63.48,6.15,157.00,mothbeans,0.84,4000
25.00,87.00,13.00,20.89,46.25,7.73,157.00,mothbeans,0.84,4000
101.00,45.00,41.00,25.74,83.88,6.84,157.00,rice,0.33,4500
16.00,18.00,31.00,28.96,95.16,6.88,158.00,coconut,0.32,5000
87.00,54.00,41.00,24.90,73.84,4.92,158.00,jute,0.86,10000
70.00,42.00,38.00,24.25,89.86,6.64,158.00,jute,0.86,10000
22.00,56.00,17.00,22.47,62.57,6.35,158.00,mothbeans,0.84,4000
29.00,37.00,26.00,35.21,91.50,6.87,158.00,papaya,1.45,3000
65.00,70.00,48.00,38.38,93.10,8.75,158.00,papaya,1.45,3000
33.00,63.00,25.00,29.32,45.93,5.50,158.00,pigeonpeas,0.76,800
13.00,39.00,15.00,34.87,38.84,5.70,158.00,pigeonpeas,0.76,800
186.00,30.00,186.00,21.77,91.00,4.43,158.00,pineapple,1.1,10000
19.00,133.00,108,22.77,92.12,3.17,159.00,apple,0.68,7300
103.00,45.00,27.00,24.39,89.89,7.47,159.00,jute,0.86,10000
49.00,50.00,38.00,26.57,73.82,7.49,159.00,jute,0.86,10000
18.00,62.00,16.00,23.46,23.22,6.36,159.00,kidneybeans,1.21,2000
22.00,20.00,10.00,16.40,92.18,7.94,159.00,orange,0.46,4800
158.00,47.00,169.00,22.11,84.00,4.06,159.00,pineapple,1.1,10000
54.00,68.00,46.00,25.67,80.66,7.76,159.00,rice,0.33,4500
24.00,20.00,27.00,26.92,99.85,4.47,160.00,coconut,0.32,5000
27.00,16.00,35.00,25.52,94.33,8.07,160.00,coconut,0.32,5000
109.00,26.00,31.00,26.36,64.58,7.59,160.00,coffee,4.55,500
28.00,97.00,19.00,28.98,57.23,6.96,160.00,mothbeans,0.84,4000
28.00,75.00,24.00,31.80,45.03,7.60,160.00,mothbeans,0.84,4000
31.00,74.00,59.00,38.73,94.74,6.45,160.00,papaya,1.45,3000
43.00,43.00,79.00,37.13,94.61,7.37,160.00,papaya,1.45,3000
19.00,87.00,15.00,28.69,49.47,6.02,160.00,pigeonpeas,0.76,800
262.00,40.00,174.00,27.55,90.00,4.82,160.00,pineapple,1.1,10000
115.00,49.00,270.00,21.91,90.00,6.18,160.00,pineapple,1.1,10000
23.00,17.00,24.00,27.51,94.19,4.87,161.00,coconut,0.32,5000
22.00,20.00,11.00,20.49,93.72,9.09,161.00,orange,0.46,4800
53.00,44.00,46.00,33.32,91.25,4.77,161.00,papaya,1.45,3000
19.00,56.00,20.00,35.95,36.53,8.32,161.00,pigeonpeas,0.76,800
130.00,56.00,221.00,21.07,92.00,4.71,161.00,pineapple,1.1,10000
93.00,44.00,41.00,26.48,73.96,6.67,162.00,jute,0.86,10000
72.00,57.00,41.00,23.17,76.67,6.86,162.00,jute,0.86,10000
90.00,54.00,53.00,26.13,80.49,7.32,162.00,jute,0.86,10000
17.00,79.00,146,22.70,92.82,6.14,163.00,apple,0.68,7300
85.00,43.00,44.00,23.13,74.68,5.75,163.00,jute,0.86,10000
85.00,45.00,21.00,25.31,72.01,6.54,163.00,jute,0.86,10000
39.00,73.00,56.00,27.35,94.18,5.68,163.00,papaya,1.45,3000
43.00,74.00,47.00,40.10,94.35,6.27,163.00,papaya,1.45,3000
14.00,43.00,18.00,28.88,62.49,7.61,163.00,pigeonpeas,0.76,800
19.00,13.00,34.00,25.07,95.02,6.25,164.00,coconut,0.32,5000
16.00,12.00,27.00,29.57,91.41,6.71,164.00,coconut,0.32,5000
99.00,42.00,24.00,23.18,52.14,7.84,164.00,coffee,4.55,500
90.00,43.00,40.00,23.93,88.07,7.73,164.00,jute,0.86,10000
19.00,51.00,21.00,19.25,47.70,4.48,164.00,mothbeans,0.84,4000
29.00,82.00,12.00,21.48,38.80,9.59,164.00,mothbeans,0.84,4000
42.00,64.00,91.00,23.49,93.71,6.61,164.00,papaya,1.45,3000
23.00,52.00,15.00,36.75,58.26,6.46,164.00,pigeonpeas,0.76,800
21.00,91.00,18.00,29.65,42.90,7.15,164.00,pigeonpeas,0.76,800
145.00,63.00,230.00,23.04,87.00,3.54,164.00,pineapple,1.1,10000
23.00,13.00,24.00,29.29,91.96,6.39,165.00,coconut,0.32,5000
17.00,15.00,36.00,26.93,98.80,8.49,165.00,coconut,0.32,5000
28.00,91.00,27.00,28.77,37.58,5.27,165.00,pigeonpeas,0.76,800
19.00,74.00,32.00,22.00,56.31,3.17,166.00,mothbeans,0.84,4000
19.00,68.00,24.00,35.09,30.99,7.37,166.00,mothbeans,0.84,4000
25.00,18.00,34.00,24.38,91.19,7.36,166.00,pomegranate,0.74,1700
22.00,132.00,226,22.71,90.45,5.05,167.00,apple,0.68,7300
131.00,26.00,23.00,23.53,65.44,7.49,167.00,coffee,4.55,500
104.00,36.00,22.00,27.04,57.28,8.93,167.00,coffee,4.55,500
17.00,83.00,24.00,33.41,35.43,5.87,167.00,mothbeans,0.84,4000
21.00,92.00,17.00,29.50,63.47,6.09,167.00,mothbeans,0.84,4000
22.00,18.00,11.00,19.34,91.98,6.25,167.00,orange,0.46,4800
53.00,50.00,60.00,24.64,90.62,7.31,167.00,papaya,1.45,3000
9.00,86.00,18.00,36.21,31.95,5.99,167.00,pigeonpeas,0.76,800
24.00,62.00,13.00,31.09,66.69,6.87,167.00,pigeonpeas,0.76,800
85.00,61.00,39.00,24.98,83.89,6.83,167.00,rice,0.33,4500
22.00,11.00,18.00,26.38,91.50,5.68,168.00,coconut,0.32,5000
27.00,20.00,26.00,29.71,96.30,7.69,168.00,coconut,0.32,5000
93.00,29.00,36.00,26.45,55.32,4.93,168.00,coffee,4.55,500
88.00,18.00,35.00,23.08,63.66,6.99,168.00,coffee,4.55,500
138.00,32.00,24.00,24.91,54.15,7.54,168.00,coffee,4.55,500
99.00,52.00,67.00,23.89,83.46,4.72,168.00,jute,0.86,10000
59.00,74.00,53.00,24.45,82.29,7.40,168.00,jute,0.86,10000
23.00,31.00,46.00,27.67,45.42,7.07,168.00,mango,0.76,3000
24.00,81.00,28.00,22.00,56.31,4.56,168.00,pigeonpeas,0.76,800
16.00,58.00,19.00,33.31,67.08,5.39,168.00,pigeonpeas,0.76,800
160.00,32.00,151.00,19.72,91.00,4.61,168.00,pineapple,1.1,10000
89.00,30.00,22.00,21.05,82.68,6.25,168.00,rice,0.33,4500
32.00,60.00,20.00,33.80,40.03,5.50,169.00,mothbeans,0.84,4000
16.00,58.00,24.00,26.02,49.95,5.79,169.00,mothbeans,0.84,4000
19.00,80.00,13.00,29.51,35.72,5.60,169.00,pigeonpeas,0.76,800
14.00,89.00,17.00,20.05,48.94,6.23,169.00,pigeonpeas,0.76,800
163.00,24.00,256.00,23.22,85.00,5.09,169.00,pineapple,1.1,10000
46.00,48.00,25.00,23.86,83.15,6.15,169.00,rice,0.33,4500
17.00,18.00,44.00,26.45,93.45,5.78,170.00,coconut,0.32,5000
82.00,57.00,53.00,24.31,78.54,5.68,170.00,jute,0.86,10000
25.00,56.00,19.00,27.34,43.36,3.66,170.00,mothbeans,0.84,4000
18.00,77.00,23.00,30.98,32.25,6.23,170.00,pigeonpeas,0.76,800
65.00,57.00,30.00,26.88,81.46,5.24,170.00,rice,0.33,4500
20.00,18.00,20.00,29.18,92.73,5.86,171.00,coconut,0.32,5000
84.00,38.00,22.00,24.53,67.00,7.20,171.00,coffee,4.55,500
92.00,49.00,49.00,23.56,79.46,3.01,171.00,jute,0.86,10000
22.00,48.00,21.00,30.98,32.25,4.99,171.00,mothbeans,0.84,4000
19.00,82.00,17.00,18.33,38.41,9.65,171.00,mothbeans,0.84,4000
20.00,21.00,11.00,14.34,94.36,5.30,171.00,orange,0.46,4800
66.00,69.00,61.00,23.69,93.61,5.92,171.00,papaya,1.45,3000
95.00,31.00,37.00,26.00,62.14,5.19,172.00,coffee,4.55,500
82.00,42.00,40.00,25.41,76.44,7.61,172.00,jute,0.86,10000
23.00,57.00,28.00,19.15,45.37,9.25,172.00,mothbeans,0.84,4000
45.00,73.00,55.00,42.30,90.51,4.68,172.00,papaya,1.45,3000
47.00,64.00,38.00,31.88,91.33,5.90,172.00,papaya,1.45,3000
158.00,37.00,229.00,18.92,93.00,5.30,172.00,pineapple,1.1,10000
33.00,30.00,39.00,26.21,81.70,6.61,173.00,jute,0.86,10000
24.00,77.00,23.00,36.30,56.03,6.61,173.00,pigeonpeas,0.76,800
18.00,64.00,20.00,20.56,60.55,7.25,173.00,pigeonpeas,0.76,800
76.00,31.00,30.00,25.60,68.66,6.40,174.00,coffee,4.55,500
105.00,24.00,23.00,25.47,69.35,6.65,174.00,coffee,4.55,500
56.00,51.00,37.00,25.72,88.17,5.82,174.00,jute,0.86,10000
30.00,25.00,34.00,20.05,48.94,4.84,174.00,mothbeans,0.84,4000
32.00,53.00,46.00,33.84,92.85,5.33,174.00,papaya,1.45,3000
45.00,84.00,64.00,42.39,90.79,6.65,174.00,papaya,1.45,3000
20.00,81.00,17.00,31.22,56.47,3.99,174.00,pigeonpeas,0.76,800
23.00,94.00,15.00,23.17,36.68,5.49,174.00,pigeonpeas,0.76,800
18.00,67.00,32.00,22.47,62.57,5.58,174.00,pigeonpeas,0.76,800
32.00,11.00,15.00,26.31,98.62,4.14,175.00,coconut,0.32,5000
113.00,33.00,27.00,27.10,63.55,5.42,175.00,coffee,4.55,500
73.00,29.00,41.00,24.65,51.94,8.05,175.00,coffee,4.55,500
111.00,32.00,36.00,23.25,73.65,6.53,175.00,jute,0.86,10000
17.00,48.00,18.00,36.00,56.01,7.44,175.00,mothbeans,0.84,4000
20.00,26.00,29.00,18.33,38.41,7.49,175.00,pigeonpeas,0.76,800
20.00,17.00,38.00,25.55,96.93,6.54,176.00,coconut,0.32,5000
95.00,19.00,28.00,27.55,62.88,5.47,176.00,coffee,4.55,500
96.00,33.00,19.00,27.51,50.67,6.43,176.00,coffee,4.55,500
11.00,20.00,10.00,34.05,92.06,7.30,176.00,orange,0.46,4800
54.00,61.00,33.00,38.42,91.14,6.21,176.00,papaya,1.45,3000
16.00,28.00,30.00,26.14,93.28,6.41,177.00,coconut,0.32,5000
20.00,55.00,22.00,27.32,34.14,4.18,177.00,mothbeans,0.84,4000
25.00,67.00,23.00,29.24,59.39,5.02,177.00,mothbeans,0.84,4000
27.00,84.00,25.00,19.15,45.37,5.16,177.00,pigeonpeas,0.76,800
29.00,80.00,14.00,19.64,32.32,7.93,177.00,pigeonpeas,0.76,800
153.00,48.00,156.00,23.73,82.00,4.75,177.00,pineapple,1.1,10000
25.00,22.00,28.00,29.03,90.79,4.72,178.00,coconut,0.32,5000
26.00,11.00,23.00,26.87,91.73,7.00,178.00,coconut,0.32,5000
59.00,31.00,25.00,26.44,53.84,7.30,178.00,coffee,4.55,500
86.00,38.00,55.00,25.01,88.33,7.02,178.00,jute,0.86,10000
72.00,44.00,43.00,25.14,83.12,9.19,178.00,jute,0.86,10000
17.00,50.00,22.00,36.51,57.93,3.11,178.00,mothbeans,0.84,4000
88.00,65.00,49.00,26.04,84.97,7.39,178.00,rice,0.33,4500
61.00,61.00,31.00,24.17,83.73,8.38,178.00,rice,0.33,4500
21.00,13.00,23.00,27.15,96.66,6.22,179.00,coconut,0.32,5000
63.00,55.00,36.00,25.72,79.16,4.14,179.00,jute,0.86,10000
78.00,30.00,32.00,23.67,70.89,4.90,179.00,jute,0.86,10000
23.00,16.00,16.00,21.49,93.44,6.64,179.00,orange,0.46,4800
91.00,55.00,63.00,22.30,80.64,4.61,179.00,rice,0.33,4500
114.00,20.00,28.00,25.23,57.53,8.13,180.00,coffee,4.55,500
24.00,100.00,19.00,21.35,22.91,7.50,180.00,kidneybeans,1.21,2000
21.00,51.00,24.00,23.50,51.29,7.41,180.00,mothbeans,0.84,4000
57.00,74.00,36.00,35.27,92.38,6.28,180.00,papaya,1.45,3000
21.00,24.00,31.00,28.88,95.11,6.82,181.00,coconut,0.32,5000
94.00,26.00,39.00,27.42,56.64,7.97,181.00,coffee,4.55,500
24.00,45.00,22.00,20.44,39.37,2.34,181.00,mothbeans,0.84,4000
18.00,95.00,15.00,33.65,48.41,4.83,181.00,mothbeans,0.84,4000
17.00,73.00,16.00,30.27,67.39,7.91,181.00,pigeonpeas,0.76,800
71.00,48.00,37.00,26.09,80.38,3.38,181.00,rice,0.33,4500
32.00,25.00,39.00,25.60,99.72,3.91,182.00,coconut,0.32,5000
17.00,26.00,16.00,28.48,97.77,7.78,182.00,coconut,0.32,5000
39.00,29.00,40.00,25.63,57.04,6.38,182.00,coffee,4.55,500
24.00,91.00,17.00,34.52,47.53,3.77,182.00,mothbeans,0.84,4000
25.00,96.00,24.00,18.32,34.70,4.97,182.00,mothbeans,0.84,4000
25.00,78.00,7.00,26.89,41.70,5.10,182.00,mothbeans,0.84,4000
40.00,98.00,62.00,24.43,92.28,6.28,182.00,papaya,1.45,3000
126.00,43.00,25.00,24.59,56.47,5.04,183.00,coffee,4.55,500
68.00,36.00,48.00,24.36,88.80,7.94,183.00,jute,0.86,10000
22.00,90.00,26.00,36.75,58.26,8.64,183.00,mothbeans,0.84,4000
42.00,68.00,55.00,40.79,92.91,6.46,183.00,papaya,1.45,3000
105.00,30.00,51.00,25.28,80.54,5.05,183.00,rice,0.33,4500
72.00,38.00,33.00,25.79,82.11,6.66,183.00,rice,0.33,4500
22.00,19.00,25.00,27.02,95.72,5.10,184.00,coconut,0.32,5000
28.00,24.00,26.00,26.30,99.66,6.95,184.00,coconut,0.32,5000
27.00,20.00,31.00,29.53,91.91,7.75,184.00,coconut,0.32,5000
18.00,88.00,18.00,30.91,52.80,6.85,184.00,mothbeans,0.84,4000
34.00,58.00,29.00,23.50,51.29,5.62,184.00,pigeonpeas,0.76,800
149.00,47.00,109.00,24.01,87.00,3.84,184.00,pineapple,1.1,10000
117.00,56.00,209.00,20.69,91.00,5.51,184.00,pineapple,1.1,10000
152.00,28.00,33.00,27.10,55.75,4.85,185.00,coffee,4.55,500
83.00,44.00,35.00,23.61,86.14,5.80,185.00,jute,0.86,10000
75.00,49.00,28.00,25.73,81.86,7.98,186.00,jute,0.86,10000
25.00,97.00,18.00,35.46,68.76,7.46,186.00,mothbeans,0.84,4000
59.00,62.00,40.00,23.17,90.79,6.51,186.00,papaya,1.45,3000
92.00,63.00,26.00,21.95,80.97,5.83,186.00,rice,0.33,4500
18.00,19.00,24.00,29.38,93.28,5.26,187.00,coconut,0.32,5000
66.00,54.00,65.00,30.11,90.35,5.89,187.00,papaya,1.45,3000
25.00,55.00,20.00,24.77,50.55,5.26,187.00,pigeonpeas,0.76,800
15.00,53.00,13.00,19.24,50.54,7.46,187.00,pigeonpeas,0.76,800
135.00,57.00,184.00,23.00,82.00,5.30,187.00,pineapple,1.1,10000
89.00,49.00,28.00,25.49,81.41,7.91,187.00,rice,0.33,4500
15.00,17.00,36.00,25.95,94.74,4.95,188.00,coconut,0.32,5000
17.00,14.00,28.00,26.45,98.30,5.81,188.00,coconut,0.32,5000
55.00,29.00,43.00,26.24,65.64,7.00,188.00,coffee,4.55,500
22.00,75.00,27.00,23.17,36.68,6.28,188.00,mothbeans,0.84,4000
55.00,66.00,47.00,36.57,93.80,5.99,188.00,papaya,1.45,3000
21.00,58.00,20.00,23.00,60.24,5.03,188.00,pigeonpeas,0.76,800
23.00,69.00,13.00,27.32,34.14,5.90,188.00,pigeonpeas,0.76,800
150.00,40.00,232.00,22.12,87.00,3.10,188.00,pineapple,1.1,10000
161.00,47.00,168.00,28.23,96.00,4.82,188.00,pineapple,1.1,10000
14.00,12.00,41.00,28.44,91.81,6.05,189.00,coconut,0.32,5000
30.00,11.00,40.00,25.55,91.64,7.58,189.00,coconut,0.32,5000
97.00,47.00,30.00,23.21,74.10,8.42,189.00,jute,0.86,10000
21.00,85.00,22.00,33.18,38.23,6.13,189.00,mothbeans,0.84,4000
17.00,19.00,37.00,28.99,90.74,5.82,190.00,coconut,0.32,5000
89.00,20.00,26.00,27.92,67.97,7.98,190.00,coffee,4.55,500
25.00,48.00,24.00,31.48,35.64,5.08,190.00,pigeonpeas,0.76,800
20.00,49.00,18.00,26.89,41.70,6.19,190.00,pigeonpeas,0.76,800
18.00,72.00,24.00,19.50,34.51,6.97,190.00,pigeonpeas,0.76,800
91.00,46.00,146.00,22.25,81.00,2.45,190.00,pineapple,1.1,10000
86.00,45.00,30.00,25.64,61.03,5.33,191.00,coffee,4.55,500
123.00,32.00,27.00,27.56,58.46,7.42,191.00,coffee,4.55,500
152.00,35.00,14.00,26.06,52.31,7.62,191.00,coffee,4.55,500
69.00,41.00,28.00,23.09,81.45,6.40,191.00,jute,0.86,10000
99.00,38.00,25.00,25.37,76.24,6.81,191.00,jute,0.86,10000
14.00,48.00,21.00,29.65,42.90,6.85,191.00,mothbeans,0.84,4000
92.00,47.00,32.00,23.06,83.37,4.78,191.00,rice,0.33,4500
20.00,13.00,31.00,25.95,93.41,5.10,192.00,coconut,0.32,5000
81.00,37.00,57.00,26.51,86.84,7.04,192.00,jute,0.86,10000
93.00,43.00,58.00,25.87,84.10,8.34,192.00,jute,0.86,10000
110.00,47.00,32.00,24.80,78.53,8.36,192.00,jute,0.86,10000
18.00,73.00,13.00,33.41,35.43,4.86,192.00,pigeonpeas,0.76,800
60.00,46.00,49.00,24.53,80.54,7.49,192.00,rice,0.33,4500
95.00,29.00,26.00,23.57,50.56,6.74,193.00,coffee,4.55,500
89.00,28.00,40.00,26.92,73.20,5.28,193.00,jute,0.86,10000
106.00,44.00,29.00,24.22,82.85,6.61,193.00,jute,0.86,10000
15.00,57.00,14.00,24.80,40.12,3.86,193.00,mothbeans,0.84,4000
18.00,75.00,17.00,28.77,37.58,8.16,193.00,mothbeans,0.84,4000
40.00,44.00,47.00,24.87,93.91,5.70,193.00,papaya,1.45,3000
15.00,46.00,16.00,29.49,67.11,4.02,193.00,pigeonpeas,0.76,800
29.00,66.00,17.00,33.18,38.23,5.17,193.00,pigeonpeas,0.76,800
35.00,64.00,22.00,30.12,34.13,6.81,193.00,pigeonpeas,0.76,800
87.00,62.00,27.00,26.46,83.86,7.11,193.00,rice,0.33,4500
46.00,60.00,49.00,23.40,72.61,5.40,194.00,jute,0.86,10000
62.00,68.00,60.00,23.87,86.79,6.59,194.00,jute,0.86,10000
24.00,48.00,15.00,29.89,66.35,4.86,194.00,mothbeans,0.84,4000
28.00,9.00,41.00,25.79,93.84,6.43,196.00,coconut,0.32,5000
29.00,38.00,20.00,29.38,44.82,4.78,196.00,mothbeans,0.84,4000
17.00,48.00,17.00,23.45,46.49,7.58,196.00,pigeonpeas,0.76,800
20.00,19.00,17.00,25.04,95.90,6.76,197.00,coconut,0.32,5000
